City,County,State
Creola,Vinton,OH
Yellow Springs,Clark,OH
Oakwood,Paulding,OH
Clarksburg,Ross,OH
Williamsport,Pickaway,OH
Scipio,Jennings,IN
Irwin,Union,OH
Montgomery,Branch,MI
Vinton,Gallia,OH
Garrett,DeKalb,IN
Walker,Wood,WV
Henderson,Clark,NV
Las Vegas,Clark,NV
Brawley,Imperial,CA
North Las Vegas,Clark,NV
Lucile,Idaho,ID
Riggins,Idaho,ID
Council,Adams,ID
Bonners Ferry,Boundary,ID
Oldtown,Bonner,ID
Saint Regis,Mineral,MT
Buhl,Twin Falls,ID
Gifford,Stevens,WA
Essex,San Bernardino,CA
Nipton,San Bernardino,CA
Coachella,Riverside,CA
Smelterville,Shoshone,ID
Lewiston,Nez Perce,ID
Imperial,Imperial,CA
King Hill,Elmore,ID
Jean,Clark,NV
Kamiah,Lewis,ID
Winchester,Lewis,ID
Tumtum,Stevens,WA
Horseshoe Bend,Boise,ID
Pollock,Idaho,ID
Chelan,Chelan,WA
Pahrump,Nye,NV
Indian Valley,Adams,ID
Cambridge,Washington,ID
Banks,Boise,ID
Kendrick,Latah,ID
Payette,Payette,ID
Cocolalla,Bonner,ID
Touchet,Walla Walla,WA
Grangeville,Idaho,ID
Paradise Valley,Humboldt,NV
El Centro,Imperial,CA
Marblemount,Whatcom,WA
Peck,Nez Perce,ID
Thermal,Riverside,CA
Sloan,Clark,NV
Mecca,Riverside,CA
Lapwai,Nez Perce,ID
Priest River,Bonner,ID
Osburn,Shoshone,ID
Stanley,Custer,ID
Heber,Imperial,CA
Thermal,Imperial,CA
Newberry Springs,San Bernardino,CA
Mccall,Valley,ID
McCall,Valley,ID
New Meadows,Adams,ID
Corral,Camas,ID
Tensed,Benewah,ID
Midvale,Washington,ID
Condon,Gilliam,OR
Summit,Lincoln,MS
Ryan,Delaware,IA
Mirando City,Webb,TX
McPherson,McPherson,KS
Paradis,Saint Charles,LA
Linden,Dallas,IA
Redfield,Dallas,IA
Kingfisher,Kingfisher,OK
Bloxom,Accomack,VA
Duck,Clay,WV
Elwood,Tipton,IN
Lanesville,Floyd,IN
Jonesville,Hillsdale,MI
Charleston,Penobscot,ME
Kenosha,Kenosha,IL
Smethport,Mckean,PA
Sedgwick,Hancock,ME
Brookfield,Carroll,NH
Evans Mills,Jefferson,NY
Left Hand,Roane,WV
Prairie du Sac,Sauk,WI
New Creek,Mineral,WV
Somonauk,Dekalb,IL
Stacy,Carteret,NC
Rock Stream,Yates,NY
Stephenson,Menominee,MI
Shelocta,Indiana,PA
Ogdensburg,Saint Lawrence,NY
Bancroft,Adams,WI
Freeville,Tompkins,NY
Laceyville,Bradford,PA
Bethel,Oxford,ME
Barton City,Alcona,MI
Vinton,Roanoke,VA
Huntley,Yellowstone,MT
Pendroy,Teton,MT
Missoula,Missoula,MT
Shell,Big Horn,WY
Roberts,Carbon,MT
Swan Valley,Bonneville,ID
Carey,Blaine,ID
Prescott,Walla Walla,WA
Star,Ada,ID
Sweet,Gem,ID
Indiahoma,Comanche,OK
Foster,Garvin,OK
Elmore City,Garvin,OK
Centuria,Polk,WI
Walker,Benton,IA
White Lake,Aurora,SD
Danbury,Brazoria,TX
Clarence,Cedar,IA
Schaller,Sac,IA
Osage,Mitchell,IA
Hamburg,Ashley,AR
Granton,Clark,WI
Newburg,Pulaski,MO
Norborne,Carroll,MO
Sinton,San Patricio,TX
Elmdale,Chase,KS
Leola,Grant,AR
Helena,Phillips,AR
Saint James,Saint James,LA
Big Falls,Koochiching,MN
Moberly,Randolph,MO
Coyle,Logan,OK
Snyder,Kiowa,OK
Fairfax,Osage,OK
Concan,Uvalde,TX
Canute,Washita,OK
Chesterfield,Saint Louis,MO
Roachdale,Putnam,IN
South Berwick,York,ME
New Vineyard,Franklin,ME
North Hero,Grand Isle,VT
Millwood,Ware,GA
North Hartland,Windsor,VT
Robbinston,Washington,ME
Scott City,Cape Girardeau,MO
Deep Run,Lenoir,NC
Beardstown,Cass,IL
Ovid,Seneca,NY
Northfork,McDowell,WV
Dennistown,Somerset,ME
Pedro,Lawrence,OH
Fruitland,Wicomico,MD
Pennsboro,Ritchie,WV
Babcock,Wood,WI
Turner,Androscoggin,ME
Willow,Ulster,NY
Glen Campbell,Indiana,PA
Powhatan Point,Belmont,OH
Woodstock,Windsor,VT
Albany,Delaware,IN
Brussels,Door,WI
Lake Placid,Essex,NY
Saranac Lake,Essex,NY
Eagle,Jefferson,WI
Cutler,Perry,IL
Norman Park,Colquitt,GA
Martinsville,Clinton,OH
Wilmot,Stark,OH
McConnelsville,Morgan,OH
Sibley,Ford,IL
Waupaca,Portage,WI
Newborn,Morgan,GA
Kewadin,Antrim,MI
Elkins,Randolph,WV
Tell City,Perry,IN
West Point,Clay,MS
Fence,Florence,WI
Rushsylvania,Logan,OH
West Baldwin,Cumberland,ME
Scottsburg,Washington,IN
Tripoli,Oneida,WI
Kingfield,Franklin,ME
Strykersville,Wyoming,NY
Orlando,Rockcastle,KY
Robinsonville,Tunica,MS
Windsor,Kennebec,ME
Allons,Overton,TN
Bronwood,Terrell,GA
Paupack,Pike,PA
Kimmell,Noble,IN
Springville,Monroe,IN
Lowell,Orleans,VT
Wyalusing,Bradford,PA
Acton,York,ME
Stevenson,Baltimore,MD
Tunica,Tunica,MS
Jordan,Cayuga,NY
Cabot,Washington,VT
Wattsburg,Erie,PA
Clendenin,Roane,WV
Mountain,Oconto,WI
Culloden,Monroe,GA
Julian,Boone,WV
Destrehan,Saint Charles,LA
Walworth,Walworth,IL
Harvard,Mchenry,IL
Newfield,Tompkins,NY
Nashville,Brown,IN
Albany,Vinton,OH
Columbus,Warren,PA
Bennett,Chatham,NC
Tilleda,Shawano,WI
Durbin,Pocahontas,WV
Blue Creek,Scioto,OH
Newcomerstown,Guernsey,OH
Jackson,Carroll,NH
Evansville,Gibson,IN
Fryeburg,Oxford,ME
Cornish,York,ME
Craigsville,Augusta,VA
Arlington,Bennington,VT
Rupert,Greenbrier,WV
Covington,Saint Tammany,LA
Willacoochee,Atkinson,GA
South Wales,Erie,NY
Junction City,Taylor,GA
Aberdeen,Monroe,MS
Scio,Allegany,NY
East Leroy,Calhoun,MI
Hebron,Mchenry,IL
Cecilton,Cecil,MD
Beallsville,Montgomery,MD
Dillon,Beaverhead,MT
Alberton,Missoula,MT
Broadus,Powder River,MT
Parshall,Grand,CO
Carbondale,Gunnison,CO
Huachuca City,Cochise,AZ
Ashland,Rosebud,MT
Montpelier,Bear Lake,ID
McCammon,Bannock,ID
Preston,Franklin,ID
Dennehotso,Apache,AZ
Holtville,Imperial,CA
Moyie Springs,Boundary,ID
Somerton,Yuma,AZ
Ocotillo,Imperial,CA
Parma,Canyon,ID
Kooskia,Idaho,ID
Juliaetta,Nez Perce,ID
Hope,Bonner,ID
Binger,Caddo,OK
Gracemont,Caddo,OK
Woodward,Woodward,OK
Asherton,Dimmit,TX
Marshall,Logan,OK
Belleville,Republic,KS
Cherryvale,Montgomery,KS
Trinchera,Las Animas,CO
Blair,Trempealeau,WI
Waldron,Scott,AR
Booneville,Scott,AR
Pocasset,Grady,OK
Hiawatha,Brown,KS
Townsend,Mcintosh,GA
South New Berlin,Chenango,NY
Leonardtown,Saint Marys,MD
Antwerp,Jefferson,NY
Antwerp,St. Lawrence,NY
Pound,Marinette,WI
Catlett,Prince William,VA
Mount Holly,Rutland,VT
Brinson,Decatur,GA
Doyle,White,TN
Afton,Cheboygan,MI
Vero Beach,Okeechobee,FL
Bristol,Pierce,GA
North Brentwood,Prince Georges,MD
Cobbtown,Tattnall,GA
Alfred,York,ME
Pomfret,Charles,MD
Ellenboro,Ritchie,WV
Spencer,Tioga,NY
Orleans,Ionia,MI
New Holland,Pickaway,OH
Pope,Panola,MS
Allerton,Champaign,IL
Clifton,Penobscot,ME
Berea,Rockcastle,KY
Robbins,Scott,TN
Stryker,Williams,OH
Blissfield,Lenawee,MI
Kosciusko,Attala,MS
Glouster,Hocking,OH
Bridgeville,Sussex,DE
Coulterville,Randolph,IL
Champion,Marquette,MI
Sheffield,Warren,PA
Crozier,Goochland,VA
Brooklyn,Jackson,MI
Cambridge,Lamoille,VT
Necedah,Juneau,WI
Remus,Mecosta,MI
Clarks Mills,Mercer,PA
Morven,Brooks,GA
Constantine,Saint Joseph,MI
Page,Coconino,AZ
Neihart,Cascade,MT
Inchelium,Ferry,WA
Emmett,Gem,ID
Carrollton,Greene,IL
Ponca,Dixon,NE
Pocahontas,Pocahontas,IA
Wyandotte,Ottawa,OK
Hutchinson,Mcleod,MN
Island Pond,Orleans,VT
Manchester,Kennebec,ME
Henderson,Mason,WV
Zuni,Isle Of Wight,VA
Townsend,Oconto,WI
Maroa,Macon,IL
Goodland,Newton,IN
Edelstein,Peoria,IL
Mineral Wells,Wood,WV
Velpen,Pike,IN
Winfield,Scott,TN
North Berwick,York,ME
White Hall,Greene,IL
Winthrop,Kennebec,ME
South Dayton,Cattaraugus,NY
Canaan,Jefferson,IN
Farmer City,Dewitt,IL
Trilla,Coles,IL
Jones Mills,Westmoreland,PA
Edmore,Montcalm,MI
Vestaburg,Montcalm,MI
Montgomery,Fayette,WV
Virginia,Cass,IL
Marble Canyon,Coconino,AZ
Douglas,Cochise,AZ
Marsing,Owyhee,ID
Viola,Latah,ID
La Conner,Skagit,WA
Grandview,Yakima,WA
Riggins,Adams,ID
Springer,Colfax,NM
Sibley,Lyon,IA
Okarche,Kingfisher,OK
Merrillan,Jackson,WI
Gore,Sequoyah,OK
Seiling,Dewey,OK
Byars,Mcclain,OK
Fort Towson,Choctaw,OK
Valliant,McCurtain,OK
Houlton,St. Croix,WI
Fort Sumner,De Baca,NM
Salisbury,Chariton,MO
Keytesville,Chariton,MO
Salem,Doddridge,WV
Hector,Schuyler,NY
Lodi,Seneca,NY
Union Hall,Franklin,VA
Hesperia,Newaygo,MI
Haddock,Jones,GA
Hebron,Porter,IN
Meadows Of Dan,Patrick,VA
Central Square,Oswego,NY
Fort Payne,De Kalb,AL
Greenwich,Huron,OH
Hazelhurst,Oneida,WI
Prentice,Price,WI
Napoleon,Jackson,MI
Jane Lew,Harrison,WV
Boyne Falls,Charlevoix,MI
Marble Hill,Pickens,GA
Dearing,Mcduffie,GA
Tomahawk,Oneida,WI
Delton,Barry,MI
Davenport Center,Delaware,NY
Palermo,Waldo,ME
Gormania,Grant,WV
Minocqua,Oneida,WI
Westbrook,Cumberland,ME
Hollis Center,York,ME
Wirtz,Franklin,VA
Carthage,Jefferson,NY
Chelsea,Kennebec,ME
Spring Bay,Tazewell,IL
Gold Hill,Cabarrus,NC
Uhrichsville,Harrison,OH
Suring,Oconto,WI
Whitesburg,Carroll,GA
Seneca Rocks,Pendleton,WV
Harman,Randolph,WV
Nova,Ashland,OH
Culloden,Cabell,WV
North Bangor,Franklin,NY
Salineville,Columbiana,OH
Hatch,Do�a Ana,NM
Huson,Missoula,MT
Espanola,Santa Fe,NM
Sonoita,Santa Cruz,AZ
Bayfield,La Plata,CO
Rifle,Rio Blanco,CO
Glasgow,Valley,MT
Searchlight,Clark,NV
Caldwell,Payette,ID
Kingston,Shoshone,ID
Wayne,Wayne,NE
Lake Mills,Winnebago,IA
Arlington,Fayette,IA
Coffeyville,Montgomery,KS
Edna,Labette,KS
Houstonia,Saline,MO
Silver Lake,Mcleod,MN
Allison,Butler,IA
Morrison,Noble,OK
Superior city,Douglas,WI
Turtle Lake,Barron,WI
Logan,Harrison,IA
Fowlerton,La Salle,TX
Fieldon,Jersey,IL
Cashton,Monroe,WI
Sarona,Washburn,WI
Varysburg,Wyoming,NY
Osgood,Ripley,IN
Ariton,Coffee,AL
Newcastle,Lincoln,ME
Welcome,Charles,MD
Jonesboro,Washington,ME
Riverton,Pendleton,WV
Littleton,Wetzel,WV
Brooks,Fayette,GA
Kinsman,Trumbull,OH
Williamsfield,Trumbull,OH
Disputanta,Sussex,VA
Wilkinson,Hancock,IN
Horse Shoe,Henderson,NC
Limerick,York,ME
Adams,Adams,WI
Tunnelton,Preston,WV
Forsyth,Treasure,MT
Dubois,Fremont,WY
Mancos,La Plata,CO
Ashton,Fremont,ID
Deer Lodge,Powell,MT
Eagle,Ada,ID
Shoshone,Inyo,CA
Pickett,Fond du Lac,WI
Harlan,Allen,IN
Livingston,Park,MT
Hogansville,Heard,GA
Nakina,Columbus,NC
Fort Thomas,Graham,AZ
Heltonville,Monroe,IN
Ossian,Wells,IN
Hebron,Capitol,CT
Goodview,Bedford,VA
Lyburn,Logan,WV
Huntly,Rappahannock,VA
Sheppton,Schuylkill,PA
Union,Cass,MI
Semora,Caswell,NC
New Virginia,Clarke,IA
Viola,Vernon,WI
Andover,Allegany,NY
Tulelake,Modoc,CA
Gladstone,Nelson,VA
Tahoma,El Dorado,CA
Penns Creek,Snyder,PA
Alma,Park,CO
East Haddam,Lower Connecticut River Valley,CT
Perry,Peach,GA
Starrucca,Wayne,PA
Cardwell,Jefferson,MT
Croton Falls,Westchester,NY
Cahone,Dolores,CO
Three Forks,Gallatin,MT
Moore,Butte,ID
Stapleton,Warren,GA
Kimberly,Grant,OR
Newtown,Western Connecticut,CT
Malta,Oneida,ID
Schuyler,Albemarle,VA
Manhattan,Gallatin,MT
Whittier,Swain,NC
Fayetteville,Bladen,NC
Glenwood,Cabell,WV
St Albans,Kanawha,WV
Ashby,Douglas,MN
Olton,Lamb,TX
Mt Olive,Wayne,NC
Vienna,Wood,WV
Torrington,Northwest Hills,CT
Winchester,Douglas,OR
Ringtown,Schuylkill,PA
Poca,Putnam,WV
Pompeys Pillar,Yellowstone,MT
Witter Springs,Lake,CA
Girard,Crawford,KS
Eleanor,Putnam,WV
Crompond,Westchester,NY
Flatwoods,Braxton,WV
Floweree,Chouteau,MT
Mcarthur,Lassen,CA
Mineral,Tehama,CA
Spencer,Clark,WI
Mt Airy,Surry,NC
Dorris,Siskiyou,CA
Raysal,McDowell,WV
Riverbank,San Joaquin,CA
Mt Shasta,Siskiyou,CA
Fairview,Monongalia,WV
Manistique,Schoolcraft,MI
Glenwood,Mason,WV
Lincoln,Lewis and Clark,MT
Hamden,South Central Connecticut,CT
Kingwood,Preston,WV
Holdrege,Phelps,NE
Shawnee,Park,CO
Clements,San Joaquin,CA
Thompson,Wayne,PA
Dayville,Grant,OR
Burtrum,Todd,MN
Mc Rae Helena,Wheeler,GA
Lake Waccamaw,Columbus,NC
Keams Canyon,Navajo,AZ
Erwinna,Bucks,PA
Putnam,Northeastern Connecticut,CT
Maidsville,Monongalia,WV
Poy Sippi,Waushara,WI
Kouts,Porter,IN
Cincinnatus,Cortland,NY
Paynesville,Kandiyohi,MN
Winston-Salem,Davidson,NC
Klamath,Humboldt,CA
Picatinny Arsenal,Morris,NJ
Superior,Mineral,MT
Magnolia,Sampson,NC
Haddam,Lower Connecticut River Valley,CT
Bozeman,Park,MT
Old Saybrook,Lower Connecticut River Valley,CT
Gunnison,Saguache,CO
Wendell,Gooding,ID
Carson,Sussex,VA
New Martinsville,Wetzel,WV
Mount Olive,Duplin,NC
Cameron,Marshall,WV
Wana,Monongalia,WV
Walker,Wirt,WV
Oak Hill,Fayette,WV
Boulder,Jefferson,CO
Selma,Delaware,IN
Yucca,Mohave,AZ
Elizabeth,Wirt,WV
Moscow,Wayne,PA
Sanders,Apache,AZ
St Pauls,Bladen,NC
Red House,Putnam,WV
Lookout,Fayette,WV
Ellenwood,Dekalb,GA
Worthington,Jackson,MN
Biola,Fresno,CA
Arco,Butte,ID
St Charles,Kane,IL
Mingus,Erath,TX
Liberty,Putnam,WV
Man,Logan,WV
Rushford,Houston,MN
Lake City,Modoc,CA
Cullen,Charlotte,VA
Sweetwater,Miami-Dade,FL
Cameron,Madison,MT
Romulus,Seneca,NY
East Glacier Park,Glacier,MT
Derby,Naugatuck Valley,CT
Lavaca,Sebastian,AR
Poland,Owen,IN
Hammond,Carter,MT
Somers,Flathead,MT
Johnson,Stanton,KS
Acton,Yellowstone,MT
St James,Suffolk,NY
Canaan,Northwest Hills,CT
Quitman,Cleburne,AR
Dinosaur,Moffat,CO
Plains,Sanders,MT
Tennessee Colony,Anderson,TX
Coeburn,Scott,VA
Glendive,Dawson,MT
Stanford,Judith Basin,MT
Canyon Creek,Lewis and Clark,MT
Rochester Mills,Indiana,PA
Zwingle,Jackson,IA
Bigfork,Lake,MT
Hilmar,Stanislaus,CA
Coventry,Capitol,CT
Grafton,Walsh,ND
New Tazewell,Claiborne,TN
Statenville,Echols,GA
Vaughn,Cascade,MT
Columbia Falls,Flathead,MT
Lewistown,Fergus,MT
East Linn,Linn,OR
Judsonia,White,AR
Mio,Oscoda,MI
Anaconda,Deer Lodge,MT
Saint Ignatius,Lake,MT
Bigfork,Flathead,MT
Big Sky,Gallatin,MT
Sabina,Fayette,OH
Avondale,Pueblo,CO
Waterford,Southeastern Connecticut,CT
Redlake,Beltrami,MN
Venango,Crawford,PA
Parkton,Cumberland,NC
Boyes,Carter,MT
Mill Run,Fayette,PA
Stephens,Oglethorpe,GA
Eureka Springs,Carroll,AR
McKean,Erie,PA
Amity,Clark,AR
Pink Hill,Duplin,NC
Bolton,Capitol,CT
Lesage,Cabell,WV
Voluntown,Northeastern Connecticut,CT
Oroville,Yuba,CA
Sherwood,Pulaski,AR
Big Arm,Lake,MT
Germansville,Lehigh,PA
Sanborn,Barnes,ND
Lake Powell,Garfield,UT
Oakhurst,San Jacinto,TX
Rayle,Oglethorpe,GA
Fairview,Richland,MT
La Porte,Laporte,IN
Covington,Covington (City),VA
Orovada,Humboldt,NV
New Preston Marble Dale,Northwest Hills,CT
Argusville,Cass,ND
Bridger,Carbon,MT
Fosston,Polk,MN
Liberty,De Kalb,TN
Butte,Jefferson,MT
Poplar,Roosevelt,MT
Polson,Lake,MT
Prinsburg,Kandiyohi,MN
Stockbridge,Rockdale,GA
Harrison,Boone,AR
Troy,Lincoln,MT
Harmon,Lee,IL
Wilsall,Park,MT
Washington Depot,Northwest Hills,CT
Wesley,Madison,AR
Tulelake,Siskiyou,CA
Grass Range,Fergus,MT
Free Union,Albemarle,VA
Belt,Cascade,MT
Valley City,Barnes,ND
Busby,Big Horn,MT
Pomfret Center,Northeastern Connecticut,CT
Mt Solon,Augusta,VA
Essex,Flathead,MT
Meeker,Moffat,CO
Glenarden,Prince Georges,MD
Mt Union,Mifflin,PA
Bonner,Missoula,MT
Frazer,Valley,MT
Center,Saguache,CO
Kendleton,Fort Bend,TX
Gould,Lincoln,AR
Aneta,Nelson,ND
Deer Lodge,Deer Lodge,MT
Rosedale,Baltimore (City),MD
Walters,Faribault,MN
Marion,Flathead,MT
Hahira,Cook,GA
Eddyville,Monroe,IA
Laurel,Carbon,MT
Russellville,Logan,KY
North Charleston,Berkeley,SC
Lexington,Scott,IN
Garden City,Ada,ID
Citrus Heights,Placer,CA
Northford,South Central Connecticut,CT
Helmville,Powell,MT
Springdale,Washington,UT
Camp Lejeune,Onslow,NC
Melcroft,Fayette,PA
Emporia,Southampton,VA
Mandaree,McKenzie,ND
Havre,Hill,MT
Burtrum,Morrison,MN
Dover,Pope,AR
Sweet Grass,Toole,MT
Gladstone,Delta,MI
Forrest City,St Francis,AR
Mt Lemmon,Pima,AZ
Horace,Cass,ND
Charleston,McMinn,TN
Bearden,Ouachita,AR
Joseph,Wallowa,OR
Condon,Missoula,MT
Hanska,Brown,MN
South Windham,Southeastern Connecticut,CT
Cobbtown,Candler,GA
Henrieville,Garfield,UT
Gladstone,Buckingham,VA
Polk City,Lake,FL
Argyle,Lee,IA
Flat Top,Mercer,WV
Mountain View,Stone,AR
Watertown,Naugatuck Valley,CT
Nekoosa,Wood,WI
Peru,Nemaha,NE
Grandview,Spencer,IN
Winger,Polk,MN
Heidelberg,Jasper,MS
Fort Lee,Prince George,VA
Acoma,McLeod,MN
Longcreek,Oconee,SC
Talmoon,Itasca,MN
Valley Grove,Ohio,WV
Hollywood,Miami-Dade,FL
Stuttgart,Arkansas,AR
Salem,Salem (City),VA
Mansfield Center,Capitol,CT
Hampton,Spalding,GA
Bowlus,Morrison,MN
West Monroe,Oswego,NY
Seeley Lake,Missoula,MT
Greycliff,Sweet Grass,MT
Walton,Roane,WV
Lakeville,Northwest Hills,CT
Lebanon,St Clair,IL
Hornitos,Mariposa,CA
Madison,St Francis,AR
Stephens,Ouachita,AR
Stedman,Cumberland,NC
Woodstock,Champaign,OH
Hillsboro,Traill,ND
Green Sulphur Springs,Summers,WV
Cherokee,Swain,NC
Lolo,Missoula,MT
Wink,Winkler,TX
Nassau,Columbia,NY
Berkeley Springs,Morgan,WV
Yantis,Wood,TX
Rivesville,Monongalia,WV
Bardwell,Carlisle,KY
Gothenburg,Lincoln,NE
Hiwasse,Benton,AR
Wilton,Burleigh,ND
Woodstock,Northeastern Connecticut,CT
Revere,Redwood,MN
Grassy Butte,McKenzie,ND
Walcott,Richland,ND
Florence,Missoula,MT
Beaverdam,Caroline,VA
Goochland,Goochland,VA
Deep River,Lower Connecticut River Valley,CT
Monticello,Newton,GA
Benwood,Marshall,WV
Lakeside,Lake,MT
Cabins,Grant,WV
Windham,Southeastern Connecticut,CT
Mcclusky,Sheridan,ND
Martinsburg,Audrain,MO
Sparta,Cumberland,TN
Three Forks,Broadwater,MT
Mooreton,Richland,ND
Jenners,Somerset,PA
Hutchinson,Reno,KS
Bald Knob,White,AR
Loyalhanna,Westmoreland,PA
Kingston,Green Lake,WI
Powers Lake,Burke,ND
St Joseph,Berrien,MI
Lockhart,Union,SC
West Cornwall,Northwest Hills,CT
Pocahontas,Randolph,AR
Hinton,Summers,WV
Allen,Lyon,KS
Chidester,Ouachita,AR
Thompson,Lake,OH
Gallatin Gateway,Madison,MT
Strunk,McCreary,KY
Hathaway,Rosebud,MT
Logan,Logan,WV
Young Harris,Towns,GA
Star City,Lincoln,AR
East Helena,Broadwater,MT
Milton,Caswell,NC
Hermitage,Bradley,AR
Orrstown,Franklin,PA
Moravian Falls,Wilkes,NC
Hillsborough,Durham,NC
Avon,Powell,MT
Rollins,Lake,MT
Kila,Flathead,MT
Linton,Greene,IN
Palestine,St Francis,AR
Red Lodge,Carbon,MT
Clinton,Granite,MT
Fleming,Centre,PA
Belzoni,Humphreys,MS
Petrolia,Humboldt,CA
Elkin,Wilkes,NC
Eland,Shawano,WI
Westbrook,Lower Connecticut River Valley,CT
Foristell,St Charles,MO
Mt Carmel,Kane,UT
Dumas,Desha,AR
McGehee,Desha,AR
Granby,Capitol,CT
Haskell,Haskell,TX
Sturgeon Bay,Door,WI
Lynchburg,Bedford,VA
Cartwright,McKenzie,ND
East Helena,Lewis and Clark,MT
Dunsmuir,Shasta,CA
Thomaston,Naugatuck Valley,CT
Aripeka,Pasco,FL
Pleasant Plains,Independence,AR
Cayuta,Schuyler,NY
Providence Forge,Charles City,VA
Jamestown,McKinley,NM
Cary,Sharkey,MS
Irvine,Estill,KY
Melrose,Clay,FL
Kittrell,Franklin,NC
Ellendale,Sussex,DE
Bertrand,Phelps,NE
Steeles Tavern,Augusta,VA
Raynesford,Judith Basin,MT
Clarkrange,Fentress,TN
Taos,Taos,NM
Eagles Mere,Sullivan,PA
Lamar,Johnson,AR
McClave,Bent,CO
Commodore,Indiana,PA
Cascade,Lewis and Clark,MT
Hanksville,Garfield,UT
Mosca,Alamosa,CO
Milroy,Decatur,IN
Runge,Karnes,TX
Columbus,Dodge,WI
Pompeys Pillar,Big Horn,MT
Glendive,Prairie,MT
Ansonia,Naugatuck Valley,CT
Frenchtown,Missoula,MT
Criders,Rockingham,VA
Stockholm,Passaic,NJ
Judith Gap,Wheatland,MT
Churubusco,Noble,IN
Tarrytown,Montgomery,GA
Midway,Utah,UT
Horatio,Sevier,AR
Beacon Falls,Naugatuck Valley,CT
Green Bay,Lunenburg,VA
Upper Falls,Baltimore County,MD
Kearneysville,Jefferson,WV
Powderhorn,Gunnison,CO
North Grosvenordale,Northeastern Connecticut,CT
Charlottesville,Fluvanna,VA
Jamieson,Malheur,OR
Lake Huntington,Sullivan,NY
West Salem,Ashland,OH
New England,Hettinger,ND
Watson,Desha,AR
Martville,Cayuga,NY
Obion,Obion,TN
Agency,Buchanan,MO
Dawson,Kidder,ND
Brule,Keith,NE
Albany,Lee,GA
Follansbee,Brooke,WV
Hindsville,Madison,AR
South Glastonbury,Capitol,CT
Charlo,Lake,MT
Camden,Ouachita,AR
Trout Creek,Sanders,MT
Salem,Fulton,AR
Mt Vernon,Montgomery,GA
Ellaville,Sumter,GA
Crow Agency,Big Horn,MT
Sumerduck,Fauquier,VA
Leasburg,Caswell,NC
Eldon,Wapello,IA
Thompson,Grand Forks,ND
Suwannee,Dixie,FL
Huntington,Sebastian,AR
Sun Valley,Navajo,AZ
,Marion,FL
Garryowen,Big Horn,MT
Ovando,Powell,MT
Burlison,Tipton,TN
London,Pope,AR
Hartsfield,Colquitt,GA
St Clair,Schuylkill,PA
Santa Claus,Spencer,IN
Colebrook,Northwest Hills,CT
Marblehill,Pickens,GA
Tall Timbers,St Marys,MD
Morann,Clearfield,PA
Creekside,Indiana,PA
Emmet,Nevada,AR
St James,Phelps,MO
Buckeystown,Frederick,MD
Wildersville,Carroll,TN
Maryville,Nodaway,MO
Maceo,Daviess,KY
Sardinia,Highland,OH
Arlington,Alexandria,VA
Scaly Mountain,Macon,NC
Combs,Madison,AR
Toyah,Reeves,TX
Bismarck,Burleigh,ND
Marion,Crawford,OH
Dundee,Cottonwood,MN
Faulkner,Charles,MD
Dardanelle,Yell,AR
Corry,Warren,PA
Ennice,Alleghany,NC
Clymer,Chautauqua,NY
Booneville,Logan,AR
Savannah,Hardin,TN
Elk Mountain,Carbon,WY
Austin,Lonoke,AR
Fritch,Hutchinson,TX
Springlake,Lamb,TX
Attica,Wyoming,NY
Michie,McNairy,TN
Altheimer,Jefferson,AR
Shartlesville,Berks,PA
Gouldsboro,Lackawanna,PA
Farmersburg,Sullivan,IN
Kingston,Caldwell,MO
Pine Valley,Chemung,NY
Duffield,Lee,VA
Imboden,Lawrence,AR
Moore,Fergus,MT
Riverside,Okanogan,WA
Whitakers,Edgecombe,NC
Ryegate,Golden Valley,MT
Huff,Morton,ND
Leamington,Millard,UT
Laddonia,Audrain,MO
Preston City,Southeastern Connecticut,CT
Greenbrier,Faulkner,AR
St Croix,Perry,IN
Big Sky,Madison,MT
Dalton,Livingston,NY
Litchfield,Northwest Hills,CT
Nashua,Valley,MT
Cos Cob,Western Connecticut,CT
Welaka,Putnam,FL
New Salem,Morton,ND
Liberty,Alamance,NC
Portal,Burke,ND
Babb,Glacier,MT
Golden Beach,Miami-Dade,FL
Lowville,Lewis,NY
Lancaster,De Kalb,TN
Amidon,Slope,ND
Beech Grove,Coffee,TN
Farwell,Douglas,MN
Granville,McHenry,ND
Defiance,Paulding,OH
Montfort,Grant,WI
Atlantic Mine,Houghton,MI
Newport,Independence,AR
Higden,Cleburne,AR
Monroe,Greater Bridgeport,CT
Garfield,Benton,AR
Oakes,Dickey,ND
Mindoro,La Crosse,WI
Boca Ciega,Pinellas,FL
Strasburg,Emmons,ND
Orchard,Weld,CO
Rhoadesville,Orange,VA
Strong,Union,AR
Parshall,Mountrail,ND
Tonasket,Okanogan,WA
St. Pete Beach,Pinellas,FL
Windom,Rice,KS
Whitehouse,Smith,TX
Elk Falls,Elk,KS
Camden-Wyoming,Kent,DE
Worden,Yellowstone,MT
Pea Ridge,Benton,AR
Gillham,Sevier,AR
Pine City,Chemung,NY
De Leon,Comanche,TX
Parkhill,Cambria,PA
Clayton,Lenawee,MI
Durango,San Juan,CO
Oneals,Madera,CA
Upland,Grant,IN
Pleasant Prairie,Lake,IL
Grandin,Cass,ND
New Salem,Fayette,PA
Casar,Cleveland,NC
Ronan,Lake,MT
Brooklyn,Lenawee,MI
